"ID",Title,"Abstract","Keywords",Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,"Authors","Year",Source_Name,Publication_Type
"52",Intelligent Cockpit for Intelligent Vehicle in Metaverse: A Case Study of Empathetic Auditory Regulation of Human Emotion,"Advances in technologies, such as intelligent connected vehicles and the metaverse are driving the rapid development of automotive intelligent cockpits. From the perspective of the cyber–physical–social system (CPSS), this study proposed the intelligent cockpit composition framework which includes three layers of perception, cognition and decision, and interaction. Meanwhile, we also describe the relationship between the intelligent cockpit framework and the outside environment. The framework can dynamically perceive and understand humans, and provide feedback on the understanding results, which is beneficial to provide a safe, efficient, and enjoyable experience for humans in the intelligent cockpit. In the cognition and decision layers of the proposed framework, we design a case study of active empathetic auditory regulation of driver anger, focusing on improving road traffic safety. We conducted an in-depth interview experiment and designed two auditory regulation materials of active empathy speech and text-to-speech (TTS) speech. Next, 30 participants were recruited, and they completed a total of 240 anger-regulated driving experiments in the straight and obstacle avoidance scenarios. Finally, we quantitatively analyzed and compared the participants’ subjective feelings, physiological changes, driving behaviors, and driving risks, as well as validated the driver anger regulation quality of AES and TTS. The proposed research methods results are beneficial to the design of future intelligent cockpit emotion regulation systems, toward a better intelligent cockpit.","Smart cockpit, metaverse, emotion regulation, auditory interaction, EEG analysis, driving behavior, human-computer interaction","Simulation Platform","Digital Twin and Metaverse",Multi-Agent System,"Terminals and Devices","Deep Learning","Quantitative Analysis","Hybrid Experiment Design","Computing and Resource Management","Technology Integration",Validation Environment,"Wenbo Li, Lei Wu, Cong Wang, Jiyong Xue, Wen Hu, Shen Li, Gang Guo, Dongpu Cao","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"53",Intrusion Detection Algorithm in Smart Environments Featuring Activity Footprints Approach,"Discovering anomalous data or behaviors is fundamental to obtain critical security information such as intrusion detections, faults and system failures. The limited resources, like computing and storage, make conventional techniques to design Intrusion Detection Systems (IDS) not particularly suitable for smart environments. This paper proposes a novel multiagent algorithm leveraging on devices activity footprints for intrusion detection in Internet of Things environment. Smart objects are mapped with real-valued vectors obtained through the IoT2Vec model, a word embedding technique able to capture the semantic context of device activities and represent these ones in dense vectors. The vectors are assigned to agents, which are spread onto a 2D virtual space, where they move following the rules of a bio-inspired model, the flocking model. A similarity function, applied to the associated vectors, drives the agents for a selective application of the movement rules. The outcome is the emergence of agent groups aggregated on the basis of the activities of their associated devices. Thus, it is possible to easily individuate isolated agents (i.e. devices with dissimilar activity from all), representing potential intruders or with anomalous behaviors to be monitored. Preliminary results confirm the validity of the approach.","Intrusion detection, activity footprint, multi-agent system, swarm intelligence, IoT2Vec, flocking model","Simulation Platform","Communication Network and IoT",Multi-Agent System,"Terminals and Devices","Deep Learning","Quantitative Analysis","Simulation Experiment Design","Computing and Resource Management","Validation and Deployment",Data,"Agostino Forestiero","2020","2020 IEEE 3rd International Conference on Artificial Intelligence and Knowledge Engineering (AIKE)","Conference Paper"
"54",Joint Quantum Reinforcement Learning and Stabilized Control for Spatio-Temporal Coordination in Metaverse,"In order to build realistic metaverse systems, enabling high synchronization between physical-space and virtual meta-space is essentially required. For this purpose, this paper proposes a novel system-wide coordination algorithm for high synchronization under characteristics (i.e., highly realistic meta-space construction under the constraints of physical-space). The proposed algorithm consists of the following three stages. The first stage is quantum multi-agent reinforcement learning (QMARL)-based scheduling for low-delay temporal-synchronization using differentiated age-of-information (AoI) during data gathering in physical-space by observers for meta-space construction. This is beneficial for scalability according to action dimension reduction in reinforcement learning computation. The second stage is for creating virtual contents under delay constraints in meta-space based on the gathered data. When rendering regions that have received more user attention, avatar-popularity is considered for spatio-synchronization. Thus, a stabilized control mechanism is designed for time-average reality quality maximization for each region. The last stage is for caching based on avatar-popularity and AoI which can be helpful in constructing low-delay realistic meta-space. Furthermore, the concept of AoI is divided into two separate sub-concepts of physical AoI and virtual AoI such that the AoI in virtual meta-space can be thoroughly implemented.","Metaverse, quantum reinforcement learning, spatiotemporal coordination, age of information, Lyapunov optimization, caching strategy","Simulation Platform","Digital Twin and Metaverse",Multi-Agent System,"Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Data and Models","Technology Integration",Validation Environment,"Suhyun Park, Jaehyun Jung, Minsik Choi, Chanyoung Park, Soi Jung, Jongheon Kim","2024","IEEE Transactions on Mobile Computing","Journal Article"
"55",Just Undo It: Exploring Undo Mechanics in Multi-User Virtual Reality,"With the proliferation of VR and a metaverse on the horizon, many multi-user activities are migrating to the VR world, calling for effective collaboration support. As one key feature, traditional collaborative systems provide users with undo mechanics to reverse errors and other unwanted changes. While undo has been extensively researched in this domain and is now considered industry standard, it is strikingly absent for VR systems in research and industry. This work addresses this research gap by exploring different undo techniques for basic object manipulation in different collaboration modes in VR. We conducted a study involving 32 participants organized in teams of two. Here, we studied users’ performance and preferences in a tower stacking task, varying the available undo techniques and their mode of collaboration. The results suggest that users desire and use undo in VR and that the choice of the undo technique impacts users’ performance and social connection.","Multi-user VR, undo mechanism, collaboration, user experience, CSCW","VR/AR","Digital Twin and Metaverse",Metaverse Multi-Layer,"Virtual and Digital",Other Techniques,"Mixed Methods","Hybrid Experiment Design","Metaverse","Multi-Agent Interaction",Data,"Julian Rasch, Florian Peltz, Yannick Weiss, Florian Müller","2024","Proceedings of the ACM Conference on Human Factors in Computing Systems (CHI)","Conference Paper"
"56",Learning-based Incentive Mechanism for Task Freshness-aware Vehicular Twin Migration,"Vehicular metaverses are an emerging paradigm that integrates extended reality technologies and real-time sensing data to bridge the physical space and digital spaces for intelligent transportation, providing immersive experiences for Vehicular Metaverse Users (VMUs). VMUs access the vehicular metaverse by continuously updating Vehicular Twins (VTs) deployed on nearby RoadSide Units (RSUs). Due to the limited RSU coverage, VTs need to be continuously online migrated between RSUs to ensure seamless immersion and interactions for VMUs with the nature of mobility. However, the VT migration process requires sufficient bandwidth resources from RSUs to enable online and fast migration, leading to a resource trading problem between RSUs and VMUs. To this end, we propose a learning-based incentive mechanism for migration task freshness-aware VT migration in vehicular metaverses. To quantify the freshness of the VT migration task, we first propose a new metric named Age of Twin Migration (AoTM), which measures the time elapsed of completing the VT migration task. Then, we propose an AoTM-based Stackelberg model, where RSUs act as the leader and VMUs act as followers. Due to incomplete information between RSUs and VMUs caused by privacy and security concerns, we utilize deep reinforcement learning to learn the equilibrium of the Stackelberg game. Numerical results demonstrate the effectiveness of our proposed learning-based incentive mechanism for vehicular metaverses.","Vehicular metaverse, vehicle twin migration, AoTM, Stackelberg game, deep reinforcement learning, incentive mechanism","Simulation Platform","Digital Twin and Metaverse",Metaverse Multi-Layer,"Decision and Management","Game Theory","Quantitative Analysis",Theoretical Models,"Communication and Network","Dynamic Adaptability","Validation Environment","Junhong Zhang, Jiangtian Nie, Jinbo Wen, Jiawen Kang, Minrui Xu, Xiaofeng Luo, Dusit Niyato","2023","2023 IEEE 43rd International Conference on Distributed Computing Systems Workshops (ICDCSW)","Conference Paper"
"57",Machine Teaching in Swarm Metaverse under Different Levels of Autonomy,"Shepherding algorithms enable scalable swarm control via the utilization of one or a few control agents. Despite their demonstrated effectiveness in controlling swarms of point-particle agents, shepherding algorithms have been barely evaluated in controlling realistic swarms of uncrewed vehicles (UxVs). Furthermore, existing shepherding algorithms face significant challenges in dealing with complex environments such as those featuring obstacles. We address these research gaps by studying the use of human demonstrations for teaching herding behaviours to machine learning controllers. In particular, we focus on how the level of autonomy used for collecting human demonstrations affects the effectiveness of the resulting swarm controller performance. Our experimental investigation shows that demonstrations collected under a high level of autonomy result in a significantly higher success rate than those collected under a low level of autonomy. Our findings highlight that providing high-level commands for the human demonstrator is more effective even when the demonstrations is used for training a low-level controller.","Machine teaching, swarm metaverse, human-agent group interaction, autonomy levels, shepherding algorithm","Simulation Platform","Multi-Agent System and Reinforcement Learning",Metaverse Multi-Layer,"Decision and Management","Deep Learning","Mixed Methods",Hybrid Experiment Design,"Multi-Agent Collaboration","Scenario Scalability",Data,"Aya Hussein, Hung Nguyen, Hussein A. Abbass","2025","Philosophical Transactions of the Royal Society A","Journal Article"
"58",MADRL-Based Joint Edge Caching and Bitrate Selection for Multicategory 360° Video Streaming,"360° video streaming has gained increasing attraction in the current popular virtual reality, AR, and MR applications, which can provide users with an immersive experience. In tile-based 360° video streaming, edge caching and bitrate selection strategies are jointly designed to improve users’ Quality of Experience (QoE), which incorporates video quality and rebuffer. However, the existing QoE-driven approaches use a unified QoE function to guide the decisions of edge caching and bitrate selection, which neglect the impact of video quality and rebuffer on different categories of 360° videos, thus failing to provide high-average QoE for users. In this article, we propose a multiagent deep-reinforcement-learning-based joint edge caching and bitrate selection strategy for multicategory 360° video streaming to improve users’ average QoE. The key idea is to employ different edge caching and bitrate selection strategies for different video categories to enable fine-grained performance optimization. Based on multicategory 360° video streaming, we first model a joint edge caching and bitrate selection problem as a multiagent cooperative Markov decision process with the goal of maximizing users’ average QoE. Next, an Field-of-View-aware multiagent soft actor–critic (FA-MASAC) algorithm is designed to help agents collaboratively learn optimal edge caching and bitrate selection decisions in a distributed way, in which each video category is treated as an agent. Finally, experimental results on real-world data sets show that our proposed strategy can greatly benefit users’ average QoE compared to existing strategies.","360° video streaming, edge caching, bitrate selection, MADRL, Quality of Experience (QoE), Field of View (FoV)","Simulation Platform","Edge-Cloud Collaboration","Edge-Cloud Collaboration","Communication and Computing",Multi-Agent System,"Quantitative Analysis",Case Analysis,"Data and Models","Technology Integration","Validation Environment","Jiaxin Zeng, Xiaobo Zhou, Keqiu Li","2024",IEEE IOT Journal,"Journal Article"
"59",MARL Sim2real Transfer: Merging Physical Reality With Digital Virtuality in Metaverse,"Metaverse is an artificial virtual world mapped from and interacting with the real world. In metaverse, digital entities coexist with their physical counterparts. Powered by deep learning, metaverse is inevitably becoming more intelligent in the interactions between reality and virtuality. However, it is confronted with a nontrivial problem known as sim2real transfer when deep learning techniques try to bridge the reality gap between the physical world and simulations. In this article, we use multiagent deep reinforcement learning (MARL) to implement collective intelligence for digital entities as well as their physical counterparts. To model the immersive environments in metaverse, we define a nonstationary variant of Markov games and propose a recurrent MARL solution to it. Based on the solution, MARL sim2real transfer that bridges real and virtual multiple unmanned aerial vehicle (multi-UAV) systems is successfully conducted by employing recurrent multiagent deep deterministic policy gradient (R-MADDPG) with the domain randomization technique. Additionally, we use perception-control modularization to improve the generalization performance of MARL policies and make training more efficient.","Metaverse, multi-agent deep reinforcement learning, sim-to-real transfer, multi-UAV systems, non-stationary Markov game","Simulation Platform","Multi-Agent System and Reinforcement Learning",Multi-Agent System,"Terminals and Devices",Multi-Agent System,"Quantitative Analysis",Hybrid Experiment Design,"Multi-Agent Collaboration","Models and Algorithms","Validation Environment","Haoran Shi, Guanjun Liu, Kaiwen Zhang, Ziyuan Zhou, Jiacun Wang","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"60",MAS-Bench: a benchmarking for parameter calibration of multi-agent crowd simulation,"Multi-agent simulation (MAS) has attracted significant attention for the prevention of pedestrian accidents and the spread of infectious diseases caused by overcrowding in recent years. In the MAS paradigm, each pedestrian is represented by a single agent. Control parameters for each agent need to be calibrated based on pedestrian traffic data to reproduce phenomena of interest accurately. Furthermore, observing all pedestrian traffic at large-scale events such as festivals and sports games is difficult. In such cases, parameter optimization is essential so that the appropriate parameters can be determined by solving an error minimization problem between the simulation results and incomplete observed pedestrian traffic data. We propose a benchmark problem, namely MAS-Bench, to discuss the performance of MAS parameter calibration methods uniformly. Numerical experiments demonstrate the baseline performance of four well-known optimization methods on six different error minimization problems that are defined on MAS-Bench. Moreover, we investigate the validity of the error function in the calibration by evaluating the correlation between the calibration and estimation scores. These scores are error functions relating to the available and unavailable observations, respectively.","Multi-agent simulation, crowd simulation, parameter calibration, optimization methods, benchmarking","Simulation Platform","Digital Twin and Metaverse",Multi-Agent System,"Environment and Physical",Hybrid Algorithms,"Quantitative Analysis",Simulation Experiment Design,"Data and Models","Scenario Scalability",Data,"Shusuke Omotaka, Toshihiro Takamiya, Yuki Taniguchi, Shuhei Watanabe, Masaki Onishi","2024","Journal of Computational Social Science","Journal Article"
"61",Meta-Services in Industry 5.0: A New Paradigm of Intelligent Services in Metaverses,"In the era of Industry 5.0 and the emerging metaverses, this study proposes Meta-Services, a novel paradigm that evolves a traditional service system into a multistage ecosystem. In the proposed paradigm, we develop a parallel intelligence-based management framework that enables stakeholders to control and manage the complex dynamics of service delivery in the metaverse. The management framework involves the following three stages: 1) service systems in metaverses; 2) elementary parallel service systems; and 3) parallel intelligence empowered ecosystems. The third stage evolves from the first two stages by incorporating the approach of “designer in the loop,” contributing to more human-centered, adaptive, and resilient service systems. Moreover, a case study in the retail sector is provided to validate the effectiveness of the proposed paradigm and show its practical potential.","Industry 5.0, Metaverse, Parallel Intelligence, Service Systems, Designer-in-the-Loop","Simulation Platform","Digital Twin and Metaverse",Metaverse Multi-Layer,"Virtual and Digital","Hybrid Algorithms","Case Analysis",Hybrid Experimental Design,"Metaverse","Validation and Deployment",Scenario,"Yu-Dan Lü, Le-Fei Li, Zheng Jing, Yu-Chen Liang, Ri-Dong Wang, Fei-Yue Wang","2024","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"62",Multi-Agent DRL for Queue-Aware Task Offloading in Hierarchical MEC-Enabled Air-Ground Networks,"Mobile edge computing (MEC)-enabled air-ground networks advance 6G wireless networks by utilizing aerial base stations (ABSs) such as unmanned aerial vehicles (UAVs) and high altitude platform stations (HAPS) to provide dynamic services to ground IoT devices (IoTDs). These IoTDs support real-time applications like multimedia and Metaverse services, which demand high computational resources and strict quality of service (QoS) guarantees, specifically in terms of latency and efficient task queue management. However, IoTDs often face constraints in energy and computational power, requiring efficient queue management and task scheduling to maintain QoS. To address these challenges, UAVs and HAPS are deployed to supplement the computational limitations of IoTDs by offloading tasks for distributed processing. Due to UAVs’ resource limitations, particularly in terms of power and coverage area, HAPS are used to enhance their capabilities and extend coverage. Overloaded UAVs may relay tasks to HAPS, creating a multi-tier computing system. This paper addresses the overall energy minimization problem in the MEC-enabled air-ground integrated network (MAGIN) by optimizing UAV trajectories, computing resource allocation, and queue-aware task offloading decisions. The optimization problem is highly complex due to the nonconvex and nonlinear nature of this hierarchical system, which traditional methods cannot effectively solve. To tackle this, we reformulate the problem as a multi-agent Markov decision process (MDP) with continuous action spaces and heterogeneous agents. We propose a novel variant of multi-agent proximal policy optimization (MAPPO) with Beta distribution (MAPPO-BD) to solve this problem. Extensive simulations show that MAPPO-BD significantly outperforms other baselines, achieving superior energy savings and efficient resource management in MAGIN, while adhering to constraints related to queue delays and edge computing capabilities.","6G Networks, Mobile Edge Computing, Multi-Agent Deep Reinforcement Learning, Aerial-Terrestrial Networks, Task Offloading, Queue Management","Simulation Platform","Communication Network and IoT","Edge-Cloud Collaboration","Terminals and Devices",Multi-Agent System,"Quantitative Analysis",Simulation Experiment Design,"Multi-Agent Collaboration","Dynamic Adaptability","Validation Environment","Mohammed Haefsle, Abegaz Mohammed Said, Ayman Erbad, Mohammed Abdullah","2025","IEEE Transactions on Cognitive Communications and Networking","Journal Article"
"63",Multi-agent Quantum Reinforcement Learning for Digital Twin Placement in 6G Multi-tier Systems,"The digital twins (DTs) represent critical components for the simulation, analysis, and optimization of physical systems, with significant implications for efficiency and cost management in 6G network applications. The introduction of multi-tier computing has the potential to enable a more streamlined integration of DTs in 6G networks by offering services at the edge network level. However, this integration brings about various complexities related to the placement and maintenance of DTs within edge networks, thus increasing the processing latency. To address these problems, we investigate the application of quantum computing, which exploits quantum principles such as superposition and entanglement, and offers potential resolutions for these computational dilemmas. In this paper, we formulate the DT placement problem to incorporate variational quantum circuits for learning agents within a multi-agent reinforcement learning framework. In particular, quantum multi-agent reinforcement learning is proposed to establish an optimal policy for associating DTs with edge networks. This approach aims to reduce latency while adhering to the computational resource limitations of the edge server. Simulation results illustrate the proficiency and robustness of quantum multi-agent actor-critic networks in acquiring a policy that ameliorates the reward function, hence decreasing latency while adhering to the optimization constraints. This study contributes to the evolving field of quantum computing applications in multi-tier environments and provides methodological insights for optimizing DT deployment in 6G networks.","6G Networks, Digital Twin, Multi-Agent Reinforcement Learning, Quantum Computing, Resource Allocation","Simulation Platform","Communication Network and IoT","Edge-Cloud Collaboration","Terminals and Devices",Multi-Agent System,"Quantitative Analysis",Simulation Experiment Design,"Computing and Resource Management","Validation and Deployment","Validation Environment","Shehbaz Tariq, Mohammad Shoaibul Ulum, Abdulrahman Wahid Shafa, Woo Park, Seonghwan Kim, Hyundong Shin","2024","10th EAI International Conference, INISCOM 2024","Conference Paper"
"64",Multi-Agent Reinforcement Learning for Cooperative Air Transportation Services in City-Wide Autonomous Urban Air Mobility,"The development of urban-air-mobility (UAM) is rapidly progressing with spurs, and the demand for efficient transportation management systems is a rising need due to the multifaceted environmental uncertainties. Thus, this article proposes a novel air transportation service management algorithm based on multi-agent deep reinforcement learning (MADRL) to address the challenges of multi-UAM cooperation. Specifically, the proposed algorithm in this article is based on communication network (CommNet) method utilizing centralized training and distributed execution (CTDE) in multiple UAMs for providing efficient air transportation services to passengers collaboratively. Furthermore, this article adopts actual vertiport maps and UAM specifications for constructing realistic air transportation networks. By evaluating the performance of the proposed algorithm in data-intensive simulations, the results show that the proposed algorithm outperforms existing approaches in terms of air transportation service quality. Furthermore, there are no inferior UAMs by utilizing parameter sharing in CommNet and a centralized critic network in CTDE. Therefore, it can be confirmed that the research results in this article can provide a promising solution for autonomous air transportation management systems in city-wide urban areas.","Urban Air Mobility, Multi-Agent Reinforcement Learning, Collaborative Transport, CommNet, CTDE","Simulation Platform","Transportation and Intelligent Systems",Multi-Agent System,"Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Multi-Agent Collaboration","Validation and Deployment","Validation Environment","Chan-Young Park, Kyu-Sun Kim, Soo-Hyun Park, Jong-Heon Kim, So-Yi Jung","2023","IEEE Transactions on Intelligent Vehicles","Journal Article"
"65",Multi-Agent Reinforcement Learning for Distributed Resource Allocation in Cell-Free Massive MIMO-Enabled Mobile Edge Computing Network,"To support the newly introduced multimedia services with ultra-low latency and extensive computation requirements, resource-constrained end-user devices should utilize the ubiquitous computing resources available at network edge for augmenting on-board (local) processing with edge computing. In this regard, the capability of cell-free massive MIMO to provide reliable access links by guaranteeing uniform quality of service without cell edge can be exploited for a seamless parallel computing. Taking this into account, we formulate a joint communication and computing resource allocation (JCCRA) problem for a cell-free massive MIMO-enabled mobile edge computing (MEC) network with the objective of minimizing the total energy consumption of the users while meeting the ultra-low delay constraints. To derive efficient and adaptive JCCRA scheme robust to network dynamics, we present a distributed solution approach based on cooperative multi-agent reinforcement learning. The simulation results demonstrate that the proposed distributed approach can achieve comparable performance to a centralized deep deterministic policy gradient (DDPG)-based target benchmark, without incurring additional overhead and time cost. It is also shown that our approach significantly outperforms heuristic baselines in terms of energy efficiency, roughly up to 5 times less total energy consumption. Furthermore, we demonstrate substantial performance improvement compared to cellular MEC systems.","Cell-Free Massive MIMO, Mobile Edge Computing, Resource Allocation, Multi-Agent Reinforcement Learning, MADDPG","Simulation Platform","Communication Network and IoT","Communication Network","Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Communication and Network","Technology Integration","Validation Environment","Fissum Debebe Tilahun, Ameha Tsegaye Abebe, Chung G. Jiang","2023","IEEE Transactions on Vehicular Technology","Journal Article"
"66",Multi-Attribute Auction-Based Resource Allocation for Twins Migration in Vehicular Metaverses: A GPT-Based DRL Approach,"Vehicular Metaverses are developed to enhance the modern automotive industry with an immersive and safe experience among connected vehicles and roadside infrastructures, e.g., RoadSide Units (RSUs). For seamless synchronization with virtual spaces, Vehicle Twins (VTs) are constructed as digital representations of physical entities. However, resource-intensive VTs updating and high mobility of vehicles require intensive computation, communication, and storage resources, especially for their migration among RSUs with limited coverages. To address these issues, we propose an attribute-aware auction-based mechanism to optimize resource allocation during VTs migration by considering both price and non-monetary attributes, e.g., location and reputation. In this mechanism, we propose a two-stage matching for vehicular users and Metaverse service providers in multi-attribute resource markets. First, the resource attributes matching algorithm obtains the resource attributes perfect matching, namely, buyers and sellers can participate in a double Dutch auction (DDA). Then, we train a DDA auctioneer using a generative pre-trained transformer (GPT)-based deep reinforcement learning (DRL) algorithm to adjust the auction clocks efficiently during the auction process. We compare the performance of social welfare and auction information exchange costs with state-of-the-art baselines under different settings. Simulation results show that our proposed GPT-based DRL auction schemes have better performance than others.","Vehicular Metaverse, Resource Allocation, Multi-Attribute Auction, GPT-Based DRL, Twin Migration","Simulation Platform","Digital Twin and Metaverse",Metaverse Multi-Layer,"Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Metaverse","Scenario Scalability","Scenario","Yongju Tong, Junlong Chen, Minrui Xu, Jiawen Kang, Zehui Xiong, Dust Nyato, Chao Yuan, Zhu Han","2025","IEEE Transactions on Cognitive Communications and Networking","Journal Article"
"67",Multi-Cluster Cooperative Offloading for VR Task: A MARL Approach With Graph Embedding,"Virtual reality (VR) technology has recently achieved notable success and been widely expected to interplay with more mobile multimedia services. To further enhance real-time immersive experience for VR applications, exploiting cooperative offloading among capable terminal devices should be emerged as an effective means. However, faced with diverse and surging mobile VR user requests, terminal-assisted offloading needs to support comprehensive cached content, ultra-low latency delivery, and continuous energy provisioning, to guarantee stringent quality of service requirements, which poses a critical challenge for resource-constrained terminals. Hence, this paper proposes a Cooperative Offloading framework for Terminal Clusters (named CO-TC), in which VR terminal clusters form several cooperation groups for sharing cached field of view (FoV) tiles and available computing resources to cooperatively perform FoV rendering and content delivery. To maximize energy efficiency in CO-TC, an optimization problem is formulated to jointly decide the task offloading and computing resource utilization. An intelligent offloading scheme is designed based on multi-agent reinforcement learning (MARL) specially using agent relation feature graph embeddings. Moreover, we theoretically prove the permutation invariance and convergence of the proposed algorithm and derive the optimal observation range of the agent to balance the performance gain and interaction overhead in the distributed MARL frame. Finally, simulation results show that the proposed offloading scheme outperforms other baselines in terms of VR service performance, including latency, energy consumption, and energy efficiency.","Virtual Reality, Task Offloading, Multi-Cluster Cooperation, Multi-Agent Reinforcement Learning, Graph Embedding","Simulation Platform","Digital Twin and Metaverse",Edge-Cloud Collaboration,"Decision and Management",Multi-Agent System,"Quantitative Analysis",Hybrid Experimental Design,"Computing and Resource Management","Scenario Scalability","Validation Environment","Yang Yang, Lei Feng, Yao Sun, Yangyang Li, Wenjing Li, Muhammad Ali Imran","2024","IEEE Transactions on Mobile Computing","Journal Article"
"68",Multi-User Interaction Experience Optimization in the Metaverse,"The Metaverse is an emerging research and business domain that aims to create a seamless integration of the physical and digital worlds. However, the current network infrastructure poses significant challenges for achieving smooth and immersive interaction in the Metaverse. In this paper, we address the problem of resource management for multi-user interaction experience optimization. We consider a scenario where users generate various types of interaction requests in the Metaverse. The Metaverse service provider (MSP) monitors the requests and accordingly, assigns the resources to the users. To capture the stochastic nature of user requests and the different interaction experience tolerance levels, we propose a novel quality-of-experience (QoE) metric and seek to maximize the user QoE by optimizing resource management. We formulate this problem as a Markov decision process (MDP) with the objective of maximizing the expected long-term user QoE. We further develop a proximal policy optimization (PPO) algorithm to solve the MDP problem. The experimental results show that the obtained PPO algorithm can significantly improve the user QoE in the Metaverse.","Metaverse, Resource Management, Quality of Experience, Reinforcement Learning, Proximal Policy Optimization","Simulation Platform","Multi-Agent System and Reinforcement Learning","Edge-Cloud Collaboration","Decision and Management",Multi-Agent System,"Quantitative Analysis","Simulation Experiment Design","Communication and Network","Models and Algorithms",Scenario,"Zhongxin Cao, Wenqian Zhang, Bo Zhang, Rui Yin, Celi Muge Wu, Xianfu Chen","2024","IEEE INFOCOM Workshops","Conference Paper"
"69",Multiagent Deep Reinforcement Learning for Dynamic Avatar Migration in AIoT-Enabled Vehicular Metaverses With Trajectory Prediction,"Avatars, as promising digital assistants in Vehicular Metaverses, can enable drivers and passengers to immerse in 3-D virtual spaces, serving as a practical emerging example of Artificial Intelligence of Things (AIoT) in intelligent vehicular environments. The immersive experience is achieved through seamless human–avatar interaction, e.g., augmented reality navigation, which requires intensive resources that are inefficient and impractical to process on intelligent vehicles locally. Fortunately, offloading avatar tasks to roadside units (RSUs) or cloud servers for remote execution can effectively reduce resource consumption. However, the high mobility of vehicles, the dynamic workload of RSUs, and the heterogeneity of RSUs pose novel challenges to making avatar migration decisions. To address these challenges, in this article, we propose a dynamic migration framework for avatar tasks based on real-time trajectory prediction and multiagent deep reinforcement learning (MADRL). Specifically, we propose a model to predict the future trajectories of intelligent vehicles based on their historical data, indicating the future workloads of RSUs. Based on the expected workloads of RSUs, we formulate the avatar task migration problem as a long-term mixed-integer programming problem. To tackle this problem efficiently, the problem is transformed into a partially observable Markov decision process (POMDP) and solved by multiple DRL agents with hybrid continuous and discrete actions in decentralized. Numerical results demonstrate that our proposed algorithm can effectively reduce the latency of executing avatar tasks by around 25% without prediction and 30% with prediction and enhance user immersive experiences in the AIoT-enabled Vehicular Metaverse (AeVeM).","AIoT, Vehicular Metaverse, Avatar Migration, Multi-Agent Deep Reinforcement Learning, Trajectory Prediction","Simulation Platform","Artificial Intelligence and Machine Learning","Edge-Cloud Collaboration","Terminals and Devices",Multi-Agent System,"Quantitative Analysis","Hybrid Experimental Design","Communication and Network","Security and Privacy","Validation Environment","Junlong Chen, Jiawen Kang, Minrui Xu, Zehui Xiong, Dust Nyato, Chuan Chen, Abbas Jamalipour, Shengli Xie","2024",IEEE IOT Journal,"Journal Article"
"70",Navigating the metaverse: unraveling the impact of artificial intelligence—a comprehensive review and gap analysis,"In response to the burgeoning interest in the Metaverse—a virtual reality-driven immersive digital world—this study delves into the pivotal role of AI in shaping its functionalities and elevating user engagement. Focused on recent advancements, prevailing challenges, and potential future developments, our research draws from a comprehensive analysis grounded in meticulous methodology. The study, informed by credible sources including SD, Scopus, IEEE, and WoS, encompasses 846 retrieved studies. Through a rigorous selection process, 54 research papers were identified as relevant, forming the basis for a specific taxonomy of AI in the Metaverse. Our examination spans diverse dimensions of the Metaverse, encompassing augmented reality, virtual reality, mixed reality, Blockchain, Agent Systems, Intelligent NPCs, Societal and Educational Impact, HCI and Systems Design, and Technical Aspects. Emphasizing the necessity of adopting trustworthy AI in the Metaverse, our findings underscore its potential to enhance user experience, safeguard privacy, and promote responsible technology use. This paper not only sheds light on the scholarly interest in the Metaverse but also explores its impact on human behavior, education, societal norms, and community dynamics. Serving as a foundation for future development and responsible implementation of the Metaverse concept, our research identifies and addresses seven open issues, providing indispensable insights for subsequent studies on the integration of AI in the Metaverse.","Metaverse, Artificial Intelligence, Trustworthy AI, Human-Computer Interaction, Ethical Considerations, Virtual Reality, Augmented Reality, Blockchain, Machine Learning, Deep Learning","Metaverse","Digital Twin and Metaverse",Metaverse Multi-Layer,"Virtual and Digital",Deep Learning,"Quantitative Analysis",Theoretical Models,Metaverse,"System Design",Data,"Mohammed A. Fadel, Ali M. Duhaim, A.S. Albahi, Z.T. Al-Qaysi, M.A. Aksam, M.A. Chayadh, Wael Abdul-Aziz, O.S. Albahi, A.H. Alamoudi, Laith Alzubaidi, Ashish Gupta, Yuantong Gu","2024","Artificial Intelligence Review","Journal Article"
