ID,Title,Abstract,Keywords,Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,Authors,Year,Source_Name,Publication_Type
51,Smart Farm Security by Combining IoT Sensor Network and Virtualized Mycelium Network,"In today's world, merging sensor-based security systems with contemporary principles has become crucial. As we witness the ever-growing number of interconnected devices in the Internet of Things (IoT), it is imperative to have robust and trustworthy security measures in place. In this paper, we examine the idea of virtualizing the communication infrastructure for smart farming in the context of IoT. Our approach utilizes a metaverse-based framework that mimics natural processes such as mycelium network growth communication with a security-concept-based srtificial immune system (AIS) and transaction models of a multi-agent system (MAS). The mycelium, a bridge that transfers nutrients from one plant to another, is an underground network (IoT below ground) that can interconnect multiple plants. Our objective is to study and simulate the mycelium's behavior, which serves as an underground IoT, and we anticipate that the simulation results, supported by diverse aspects, can be a reference for future IoT network development. A proof of concept is presented, demonstrating the capabilities of such a virtualized network for dedicated sensor communication and easy reconfiguration for various needs.",artificial immune system; Internet-of-Things; metaverse; multi-agent system; mycelium; sensor network; smart farming,,,,,,,,,,,,2023,,
52,Spatio-Temporal Multi-Metaverse Dynamic Streaming for Hybrid Quantum-Classical Systems,"According to the challenges related to the limited availability of quantum bits (qubits) in the era of noisy intermediate-scale quantum (NISQ), the immediate replacement of all components in existing network architectures with quantum computing devices may not be practical. As a result, implementing a hybrid quantum-classical system is regarded as one of effective strategies. In hybrid quantum-classical systems, quantum computing devices can be used for computation-intensive applications, such as massive scheduling in dynamic environments. Furthermore, one of most popular network applications is advanced social media services such as metaverse. Accordingly, this paper proposes an advanced multi-metaverse dynamic streaming algorithm in hybrid quantum-classical systems. For this purpose, the proposed algorithm consists of three stages. For the first stage, three-dimensional (3D) point cloud data gathering should be conducted using spatially scheduled observing devices from physical-spaces for constructing virtual multiple meta-spaces in metaverse server. This is for massive scheduling over dynamic situations, i.e., quantum multi-agent reinforcement learning-based scheduling is utilized for scheduling dimension reduction into a logarithmic-scale. For the second stage, a temporal low-delay metaverse server's processor scheduler is designed for region-popularity-aware multiple virtual meta-spaces rendering contents allocation via modified bin-packing with hard real-time constraints. Lastly, a novel dynamic dynamic streaming algorithm is proposed for high-quality, differentiated, and stabilized meta-spaces rendering contents delivery to individual users via Lyapunov optimization theory. Our performance evaluation results verify that the proposed spatio-temporal algorithm outperforms benchmarks in various aspects over hybrid quantum-classical systems.  © 1993-2012 IEEE.",dynamic streaming; Hybrid quantum-classical systems; metaverse; quantum deep learning,,,,,,,,,,,,2024,,
53,Semantic Information Marketing in the Metaverse: A Learning-Based Contract Theory Framework,"In this paper, we address the problem of designing incentive mechanisms by a virtual service provider (VSP) to hire sensing IoT devices to sell their sensing data to help creating and rendering the digital copy of the physical world in the Metaverse. Due to the limited bandwidth, we propose to use semantic extraction algorithms to reduce the delivered data by the sensing IoT devices. Nevertheless, mechanisms to hire sensing IoT devices to share their data with the VSP and then deliver the constructed digital twin to the Metaverse users are vulnerable to adverse selection problem. The adverse selection problem, which is caused by information asymmetry between the system entities, becomes harder to solve when the private information of the different entities are multi-dimensional. We propose a novel iterative contract design and use a new variant of multi-agent reinforcement learning (MARL) to solve the modelled multi-dimensional contract problem. To demonstrate the effectiveness of our algorithm, we conduct extensive simulations and measure several key performance metrics of the contract for the Metaverse. Our results show that our designed iterative contract is able to incentivize the participants to interact truthfully, which maximizes the profit of the VSP with minimal individual rationality (IR) and incentive compatibility (IC) violation rates. Furthermore, the proposed learning-based iterative contract framework has limited access to the private information of the participants, which is to the best of our knowledge, the first of its kind in addressing the problem of adverse selection in incentive mechanisms.  © 2023 IEEE.",age of information; contract theory; deep reinforcement learning; Digital twin; semantic communication,,,,,,,,,,,,2024,,
54,Securing the Metaverse: The Intersection of ML-Based Oracles and Blockchain Technology,"The integration of blockchain and machine learning (ML) in decentralized systems has revolutionized the operational potential of smart contracts, especially in dynamic and interactive environments such as the metaverse. Smart contracts leverage blockchain technology to enable secure, decentralized, and transparent automation of agreements without intermediaries. However, their reliability often depends on external data sources, known as blockchain oracles, which are prone to tampering and manipulation due to their operation outside the blockchain. To address these vulnerabilities, we propose a novel architecture, MARL-RSS (Multi-Agent Reinforcement Learning with Ring Signature Scheme), designed to enhance blockchain security and ensure the trustworthiness of oracle networks. MARL-RSS integrates Multi-Agent Reinforcement Learning techniques to dynamically detect and isolate malicious oracles, ensuring data integrity and system resilience. Furthermore, the integration of a Ring Signature Scheme (RSS) guarantees oracle anonymity and authenticity, enabling secure data sharing while preserving privacy. Experimental results demonstrate the effectiveness of MARL- RSS in detecting malicious oracles with high accuracy while maintaining low false positive rates. The RSS mechanism introduces minimal overhead while ensuring privacy and authenticity. MARL- RSS provides a scalable and secure foundation for decentralized systems, enabling efficient and trustworthy operations in blockchain-based applications, including the metaverse. © 2024 IEEE.",Blockchain; Machine learning; MARL; Metaverse; Oracle; Security,,,,,,,,,,,,2024,,
55,Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach,"The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.",Metaverses;multiagent deep reinforcement learning;pruning techniques;Stackelberg game;UAV twins (UTs),,,,,,,,,,,,2024,,
56,The impact of eye gaze on social interactions of females in virtual reality: The mediating role of the uncanniness of avatars and the moderating role of task type,"The introduction of the Metaverse and the rise of social virtual reality platforms such as VRChat has led to increased communication and collaboration in virtual reality. As interactions in social virtual reality take place through avatars, the behaviour, and in particular the eye gaze of an avatar can have an impact on the user experience. However, it is still unclear which features of the user experience are most influenced. Therefore, this study used data from 44 female participants to investigate how avatar gaze behaviour (static eyes vs. real-time tracked eyes) affects their perceived quality of communication and the amount of one-sided eye contact participants make during a communicative or collaborative task in virtual reality. In addition, the study investigated the mediating role of perceived avatar “uncanniness” (i.e., the finding that humanoid objects that imperfectly resemble real people evoke feelings of discomfort) in this relationship and the moderation effect of two multi-user scenarios (collaboration vs. communication). The results showed that uncanniness directly affected the perceived quality of communication. However, it did not significantly mediate the relationship between avatar eye gaze behaviour and the quality of communication or the amount of one-sided eye contact. Finally, there were no significant differences in user experience between the two scenarios. From this, we can conclude that the uncanniness of an avatar being interacted with in VR is not enough to hinder communication and collaboration in an immersive medium. And even if an avatar is perceived as uncanny, normative communication cues such as eye contact are still present. Notably, due to sample availability, the results of this study are based on a female-only sample. Thus, future research can benefit from exploring the outlined effects in a more gender-balanced sample.","Virtual reality, Eye tracking, Multi-agent, Avatar uncanniness, Communication, Collaboration, Moderated mediation analysis",,,,,,,,,,,,2023,,
57,Toward Human Digital Twins for Cybersecurity Simulations on the Metaverse: Ontological and Network Science Approach,"Background Cyber defense is reactive and slow. On average, the time-to-remedy is hundreds of times larger than the time-to-compromise. In response, Human Digital Twins (HDTs) offer the capability of running massive simulations across multiple domains on the Metaverse. Simulated results may predict adversaries' behaviors and tactics, leading to more proactive cyber defense strategies. However, current HDTs’ cognitive architectures are underdeveloped for such use. Objective This paper aims to make a case for extending the current digital cognitive architectures as the first step toward more robust HDTs that are suitable for realistic Metaverse cybersecurity simulations. Methods This study formally documented 108 psychology constructs and thousands of related paths based on 20 time-tested psychology theories, all of which were packaged as Cybonto—a novel ontology. Then, this study applied 20 network science centrality algorithms in ranking the Cybonto psychology constructs by their influences. Results Out of 108 psychology constructs, the top 10 are Behavior, Arousal, Goals, Perception, Self-efficacy, Circumstances, Evaluating, Behavior-Controllability, Knowledge, and Intentional Modality. In this list, only Behaviors, Goals, Perception, Evaluating, and Knowledge are parts of existing digital cognitive architectures. Notably, some of the constructs are not explicitly implemented. Early usability tests demonstrate that Cybonto can also be useful for immediate uses such as manual analysis of hackers’ behaviors and automatic analysis of behavioral cybersecurity knowledge texts. Conclusions The results call for specific extensions of current digital cognitive architectures such as explicitly implementing more refined structures of Long-term Memory and Perception, placing a stronger focus on noncognitive yet influential constructs such as Arousal, and creating new capabilities for simulating, reasoning about, and selecting circumstances.","human behavior modeling, cognitive twins, human digital twins, cybersecurity, cognitive systems, digital twins, Metaverse, artificial intelligence",,,,,,,,,,,,2022,,
58,The Transformation of the New Media Communication Paradigm in the Metaverse Era and Blockchain Based on the Topological Characteristics of Information Communication,"Keeping pace with the times, this paper analyzes and interprets the concept, characteristics of Metaverse, and its influence on new media communication. Based on this, under the topological characteristics of information communication, this paper discusses the transformation of new media communication paradigm in the metaverse era and models the prediction of new media information dissemination in metaverse. In this paper, the multi-agent modeling method is used to analyze and compare the evolution results of each agent attribute under different parameter values. At the same time, based on the ideal social media network, the improved integrated immune control strategy is applied to the dynamic model of epidemic (SEIR) with latent period, and the spreading and evolution process of rumors before and after immunization is simulated. This research has both theoretical value and practical application value, which can provide a useful reference for the follow-up research of new media communication. © 2024 IGI Global. All rights reserved.",Blockchain; Information Dissemination; Metaverse; New Media,,,,,,,,,,,,2024,,
59,"The Simulation Methods in Library and Information Science: Method, Application and Future Directions","[Purpose/Significance] The application of simulation methods will be of great significance to the solution of various complex problems in the subject of graphics and information in the discipline of Library and Information Science. It is necessary to summarize the present status and future prospects of simulation methods applied in this discipline. [Design/Methodology] Taking relevant literatures of domestic and foreign journals as the research object, the research progress of simulation methods applied in the discipline of library and information was reviewed and analyzed with a systematic method. [Findings/Conclusion]The conditions and characteristics of simulation methods applied in Library and Information Science,such as multi-agent simulation, system dynamics, complex networks, and cellular automata, was summarized and analyzed comparatively with the traditional methods.Application status of these methods in the fields of information dissemination and network public opinion, knowledge management, scientific evaluation, and competitive intelligence was outlined.The idea of in-depth and wide application of the simulation method in this discipline with the development of big data and metaverse technologies was put forwarded. [Originality/Value] Through systematically summarisionof the existing research on the application of simulation methods in the discipline of Library and Information Science, the direction of future research was clarified combined with new scenarios in the new era, which has certain reference value for researchers. © 2022 Editorial Office of Documentation, Information and Knowledge. All rights reserved.",Data driven; Library and Information Science; Metaverse; Multi-agent; Simulation; System dynamics,,,,,,,,,,,,2022,,
60,The 3rd International Workshop on Deep Learning for the Web of Things,"Deep learning and the Web of Things (WoT) have become powerful tools for web engineering, leading to increased investigation and publication of research related to deep learning in web engineering. Therefore, this workshop is titled ""The 3rd International Workshop on Deep Learning for the Web of Things""for the Web Conference 2023 (WWW'23). This workshop features five research articles: (1) ""Multiple-Agent Deep Reinforcement Learning for Avatar Migration in Vehicular Metaverses"", (2) ""Web 3.0: Future of the Internet"", (3) ""Weighted Statistically Significant Pattern Mining"", (4) ""DSNet: Efficient Lightweight Model for Video Salient Object Detection for IoT and WoT Applications"", and (5) ""The Human-Centric Metaverse: A Survey"".  © 2023 Owner/Author.",Deep Learning; Internet of Things; Machine learning; Web of Things,,,,,,,,,,,,2023,,
61,Understanding the Interplay of Model Complexity and Fidelity in Multiagent Systems via an Evolutionary Framework,"Modern video games come with highly realistic graphics enabling the players to interact with visually rich virtual worlds. Realistic (life-like) animation of nonplayer characters (NPCs) in such virtual worlds is particularly important to enhance the gaming experience. Multiagent systems are one effective approach to synthesize life-like behaviors and interactions by codifying simple rules into NPCs (each NPC as an autonomous agent). However, such behaviors generally come at the cost of increasing computational expense and complexity in terms of aspects such as number of rules and parameters. Therefore, the desire for high fidelity (highly realistic) behaviors is often in conflict with the drive for low complexity. Multiobjective evolutionary algorithms provide a sophisticated mechanism to optimize two or more conflicting objectives simultaneously. However, evolutionary computing techniques need an appropriate objective function to drive the exploration in the correct direction. Pairing of evolutionary techniques and multiagent systems is challenging in the classes of problems in which the fitness is evaluated based on human aesthetic judgment rather than on objective forms of measurements. In this study, we present a multiobjective evolutionary framework to evolve low complexity and high fidelity multiagent systems by utilizing a machine learning system trained by bootstrapping human aesthetic judgment. We have gathered empirical data in three problem areas-simulation of conversational group dynamics, sheepdog herding behaviors, and traffic dynamics, and show the effectiveness of our approach in deriving low complexity and high fidelity multiagent systems. Further, we have identified common properties of the Pareto-optimal frontiers in the three problem areas that can ultimately lead to an understanding of a relationship between simulation model complexity and behavior fidelity. This understanding will be useful in deciding which level of behavioral fidelity is required for the characters in video games based on the distance to the camera, importance to the scene, and available computational resources.",Complexity;fidelity;level of detail artificial intelligence (LOD AI);multiagent systems;multiobjective optimization,,,,,,,,,,,,2017,,
62,UAV-Assisted Dynamic Avatar Task Migration for Vehicular Metaverse Services: A Multi-Agent Deep Reinforcement Learning Approach,"Avatars, as promising digital representations and"" service assistants of users in Metaverses, can enable drivers and"" passengers to immerse themselves in 3D virtual services and"" spaces of UAV-assisted vehicular Metaverses. However, avatar"" tasks include a multitude of human-to-avatar and avatar-toavatar"" interactive applications, e.g., augmented reality navigation,"" which consumes intensive computing resources. It is inefficient"" and impractical for vehicles to process avatar tasks locally. Fortunately,"" migrating avatar tasks to the nearest roadside units (RSU)"" or unmanned aerial vehicles (UAV) for execution is a promising"" "" solution to decrease computation overhead and reduce task processing"" latency, while the high mobility of vehicles brings challenges"" for vehicles to independently perform avatar migration"" decisions depending on current and future vehicle status. To"" address these challenges, in this paper, we propose a novel avatar"" task migration system based on multi-agent deep reinforcement"" learning (MADRL) to execute immersive vehicular avatar tasks"" dynamically. Specifically, we first formulate the problem of"" avatar task migration from vehicles to RSUs/UAVs as a partially"" observable Markov decision process that can be solved by"" MADRL algorithms. We then design the multi-agent proximal"" policy optimization (MAPPO) approach as the MADRL algorithm"" for the avatar task migration problem. To overcome slow"" convergence resulting from the curse of dimensionality and nonstationary"" issues caused by shared parameters in MAPPO, we"" further propose a transformer-based MAPPO approach via"" sequential decision-making models for the efficient representation"" of relationships among agents. Finally, to motivate terrestrial"" or non-terrestrial edge servers (e.g., RSUs or UAVs) to share"" computation resources and ensure traceability of the sharing"" records, we apply smart contracts and blockchain technologies to"" achieve secure sharing management. Numerical results demonstrate"" that the proposed approach outperforms the MAPPO"" approach by around 2% and effectively reduces approximately"" 20% of the latency of avatar task execution in UAV-assisted"" vehicular Metaverses. © 2024 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.",Avatar; blockchain; metaverses; multi-agent deep reinforcement learning; transformer; UAVs,,,,,,,,,,,,2024,,
63,Vectorial-Opinion Dynamics With Familiarity Neighborhoods in Virtual Social Groups,"In this work, we mimic interactions among agents on social networks and examine their impact on the evolution of agents’ opinions. Each agent is entitled to an opinion represented by unit vectors of varying orientation. Agents are also characterized based on their inclination to alter their opinion and their susceptibility to the influence of peers with contrasting opinions. The agents constitute the nodes of a directed and time-varying influence network whose edges form their respective familiarity neighborhoods and govern their interactions. We also devise an interpersonal influence score to quantify the strength of the influence and the probability of acquisition, retention, or loss of a tie. This characterization of agents’ behavior and their interpersonal relationships differs from traditional bounded-confidence models based on the agreement in opinions alone. The agents with different traits form groups—liberal and conservative—distinguished by the distribution in opinions of their constituents. We analyze their interactions with different initial opinions, group compositions, network structures, and network evolution rates through simulations. The results reveal that flexible agents facilitate consensus among group members, while stubborn agents are instrumental in forming opinion clusters. This is substantiated by observing the average connectedness of the influence network and the average number of opinion clusters; groups with mostly flexible agents have better connectedness and fewer clusters than groups with stubborn agents in a majority. The simulations with stubborn agents reveal that new ties among agent pairs do not facilitate group consensus.",Influence dynamics;multiagent systems;opinion consensus;opinion neighborhood;social networks,,,,,,,,,,,,2022,,
64,VRRC: Empowering Metaverse-Infused Driving Experience for Multiplatoon Vehicles Through IoRT,"The emergence of metaverse applications and services heralds a new era of immersive driving experiences in future vehicular ad hoc networks (VANETs). This unprecedented metaverse-infused driving experience, however, requires high-throughput transmissions for real-time high-quality 360° video streaming, which challenges today’s limited bandwidth resources provisioned by wireless communication infrastructure. To this end, this article introduces virtual road, real connection (VRRC), a novel framework for enhancing the metaverse-infused driving experience in VANET through the Internet of Robotic Things (IoRT). In the face of limited bandwidth resources, VRRC effectively addresses the challenge of high-throughput demand from two key perspectives. First, VRRC reduces redundant transmission by implementing a graph neural network (GNN)-based vehicle clustering method for dynamic multicast group formation, taking into account both the geographical status of vehicles and their communication patterns. Second, VRRC aggregates bandwidth resources across various channels by employing a multiagent reinforcement learning (MARL)–based multipath packet scheduling policy to adapt to heterogeneous channel conditions and dynamic vehicular mobility. Extensive experiments with real-world vehicular traces validate the effectiveness of VRRC and demonstrate its outperformance in reducing redundant traffic by 54% and improving overall throughput by 28%. VRRC represents a substantial leap forward in the integration of the metaverse experience into VANET.",Graph neural networks (GNNs);metaverse;multipath TCP (MPTCP);reinforcement learning;vehicular ad hoc network (VANET),,,,,,,,,,,,2024,,
65,When Metaverses Meet Vehicle Road Cooperation: Multiagent DRL-Based Stackelberg Game for Vehicular Twins Migration,"Vehicular metaverses represent emerging paradigms arising from the convergence of vehicle road cooperation, metaverse, and Augmented Intelligence of Things. Users engaging with vehicular metaverses (VMUs) gain entry by consistently updating their vehicular twins (VTs), which are deployed on roadside units (RSUs) in proximity. The constrained RSU coverage and the consistently moving vehicles necessitate the continuous migration of VTs between RSUs through vehicle road cooperation, ensuring uninterrupted immersion services for VMUs. Nevertheless, the VT migration process faces challenges in obtaining adequate bandwidth resources from RSUs for timely migration, posing a resource trading problem among RSUs. In this article, we tackle this challenge by formulating a game-theoretic incentive mechanism with multileader multifollower, incorporating insights from social-awareness and queueing theory to optimize VT migration. To validate the existence and uniqueness of the Stackelberg equilibrium (SE), we apply the backward induction method. Theoretical solutions for this equilibrium are then obtained through the alternating direction method of multipliers (ADMMs) algorithm. Moreover, owing to incomplete information caused by the requirements for privacy protection, we proposed a multiagent deep reinforcement learning algorithm named multiagent long short-term memory-based proximal policy optimization (MALPPO). MALPPO facilitates learning the SE without requiring private information from others, relying solely on past experiences. Comprehensive experimental results demonstrate that our MALPPO-based incentive mechanism outperforms baseline approaches significantly, showcasing rapid convergence and achieving the highest reward. © 2014 IEEE.",Alternating direction method of multiplier (ADMM); deep reinforcement learning (DRL); metaverse; multileader multifollower Stackelberg game; vehicle road cooperation,,,,,,,,,,,,2024,,
66,Towards parallel Metaverse: symbiosis of physical and virtual worlds based on Cybertwin-enabled 6G,"Metaverse, envisioned as the next evolution of the Internet, is expected to evolve into an innovative medium advancing information civilization. Its core characteristics, including ubiquity, seamlessness, immersion, interoperability and metaspatiotemporality, are catalyzing the development of multiple technologies and fostering a convergence between the physical and virtual worlds. Despite its potential, the critical concept of symbiosis, which involves the synchronous generation and management of virtuality from reality and serves as the cornerstone of this convergence, is often overlooked. Additionally, cumbersome service designs, stemming from the intricate interplay of various technologies and inefficient resource utilization, are impeding an ideal Metaverse ecosystem. To address these challenges, we propose a bi-model Parallel Symbiotic Metaverse (PSM) system, engineered with a Cybertwin-enabled 6G framework where Cybertwins mirror Sensing Devices (SDs) and serve a bridging role as autonomous agents. Based on this framework, the system is structured into two models. In the queue model, SDs capture environmental data that Cybertwins then coordinate and schedule. In the service model, Cybertwins manage service requests and collaborate with SDs to make responsive decisions. We incorporate two algorithms to address resource scheduling and virtual service responses, showcasing the synergistic role of Cybertwins. Moreover, our PSM system advocates for the participation of SDs from collaborators, enhancing performance while reducing operational costs for Virtual Service Operator (VSO). Finally, we comparatively analyze the efficiency and complexity of the proposed algorithms, and demonstrate the efficacy of the PSM system across multiple performance indicators. The results indicate our system can be deployed cost-effectively with Cybertwin-enabled 6G.","Metaverse, Cybertwin-enabled 6G, Internet of Things (IoT), Multiple-access Edge Computing (MEC), Symbiosis of physical and virtual worlds",,,,,,,,,,,,2015,,
67,A Bayesian Framework-Based Digital Twin Wireless System Control,"Commonly adopted in the manufacturing and aerospace sectors, digital twin (DT) platforms are increasingly seen as a promising paradigm to control, monitor, and analyze software-based, &#x201C;open&#x201D;, communication systems that are expected to dominate 6G deployments. Notably, DT platforms provide a sandbox in which to test artificial intelligence (AI) solutions for communication systems, potentially reducing the need to collect data and test algorithms in the field, i.e., on the physical twin (PT). A key challenge in the deployment of DT systems is to ensure that virtual control optimization, monitoring, and analysis at the DT are safe and reliable, avoiding incorrect decisions caused by &#x201C;model exploitation&#x201D;. To address this challenge, this paper presents a general Bayesian framework with the aim of quantifying and accounting for model uncertainty at the DT that is caused by limitations in the amount and quality of data available at the DT from the PT. In the proposed framework, the DT builds a Bayesian model of the communication system, which is leveraged to enable core DT functionalities such as control via multi-agent reinforcement learning (MARL), monitoring of the PT for anomaly detection, prediction, data-collection optimization, and counterfactual analysis. To exemplify the application of the proposed framework, we specifically investigate a case-study system encompassing multiple sensing devices that report to a common receiver. Experimental results validate the effectiveness of the proposed Bayesian framework as compared to standard frequentist model-based solutions.","Digital Twin, 6G, Reinforcement Learning, Bayesian Learning, Model-Based Learning",Digital Twin,Multi-Agent System and Reinforcement Learning,Digital Twin,Communication and Computing,Multi-Agent System,Quantitative Analysis,Simulation Experiment Design,Multi-Agent Collaboration,Models and Algorithms,Validation Environment,"tClement Ruah, Osvaldo Simeone, Bashir M. Al-Hashimi",2023,IEEE Journal on Selected Areas in Communications,Journal
68,"A Virtual Laboratory for Multiagent Systems: Joining Efficacy, Learning Analytics and Student Satisfaction","This study introduces a distributed virtual laboratory for a multiagent programming course which has been very satisfactorily adopted by students, with a success rate of nearly 80%. It also aims at capturing the daily activity of students, providing the basis for data-driven assessment. Finally, it also allows for using process mining technologies to unveil successful and failed behaviors of students enabling the teacher for an early detection and intervention to improve their learning experience.","Augmented Environment, Robot Operating System, Multi-Agent Architecture, Time-Triggered Architecture",Simulation Platform,Multi-Agent System and Reinforcement Learning,Multi-Agent System,Terminals and Devices,Other Techniques,Quantitative Analysis,Hybrid Experiment Design,Metaverse,Dynamic Adaptability,Validation Environment,Luis Castillo,2016,International Symposium on Computers in Education,Conference Paper
69,Deep Reinforcement Learning-based Stackelberg Game for Energy Trading in Power Grid Metaverses,"Metaverses are a virtual space that has revolutionized many fields, such as healthcare and education. By integrating metaverses with power grids, power grid metaverses are regarded as a digital representation of the power grid infrastructure, giving rise to some potential applications, such as visualization and monitoring of energy trading. Energy balancing is essential to ensure that the supply of electricity matches the demand. Power grid metaverses can be used to identify potential imbalances between supply and demand and execute energy trading in real time, ensuring the proper functioning of smart grids. However, without reliable incentives, energy trading may not be conducted effectively. Considering the energy trading between EVCOs (EVCOs) and EMs (EMs), we propose a Stackelberg game model where the EM acts as the leader, setting the electric energy price, while EVCOs follow. We utilize a soft actor-critic algorithm to identify the Stackelberg equilibrium, addressing non-stationary challenges through the design of a partially observable policy, definition of the action space, and formulation of the reward function. Numerical results demonstrate that the proposed algorithm effectively achieves the Stackelberg equilibrium, indicating the robustness of our approach.","Metaverse, power grid, Stackelberg game, deep reinforcement learning",Metaverse,Multi-Agent System and Reinforcement Learning,Metaverse Multi-Layer,Decision and Management,Game Theory,Quantitative Analysis,Simulation Experimental Design,Computing and Resource Management,Security and Privacy,Data,"Gu Yanxun, Hu Lieliang, Lin Xiaoming, Li Daquan, Liu Min, Zhao Jia",2024,2024 IEEE Smart World Congress (SWC),Conference Paper
70,Digital Twins-based Multi-agent Deep Reinforcement Learning for UAV-assisted Vehicle Edge Computing,"UAV-assisted vehicle-edge-computing (VEC) has become a viable solution for a new generation of intelligent transportation systems (ITS) and has attracted widespread attention from academia and industry. Compared with fixed ground devices, UAV can provide line-of-sight (LoS) link and has good mobility, which better matches the needs of individual wireless connectivity and high mobility of vehicle. However, the mobility of UAVs leads to dynamic changes in the network topology environment and brings new challenges in the rational path planning of UAVs, which brings new problems for network autonomous decision-making to achieve network resource allocation and load balancing. Therefore, in order to solve above problems, we introduce digital twins-based multi-agent deep Q-network (DT-based MADQN). Digital twin (DT) collects network data and reconstructs the network environment and provides the basis for Deep reinforcement learning (DRL) model training. DRL model provides a network decision-making solution based on real-time network status and empirical data. The simulation results show the effectiveness of the proposed algorithm. Compared to the baseline algorithm, it reduces the average task delay by 16.4% and improves the task completion rate by 97.6%.","UAV-Assisted, Vehicular Edge Computing, Multi-Agent Deep Q Network, Digital Twin",Metaverse,Digital Twin and Metaverse,Digital Twin,Terminals and Devices,Digital Twin,Quantitative Analysis,Hybrid Experiment Design,Communication and Network,Validation and Deployment,Data,"Chen Hu, Lei Zhang, Dezhi Chen, Zirui Zhuang, Qi Qi, Cong Liu, Jianxin Liao, Jingyu Wang",2022,2022 IEEE SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Metaverse,Conference Paper
71,Exploring the Confluence of IoT and Metaverse: Future Opportunities and Challenges,"The Internet of Things (IoT) and the metaverse are two rapidly evolving technologies that have the potential to shape the future of our digital world. IoT refers to the network of physical devices, vehicles, buildings, and other objects that are connected to the internet and capable of collecting and sharing data. The metaverse, on the other hand, is a virtual world where users can interact with each other and digital objects in real time. In this research paper, we aim to explore the intersection of the IoT and metaverse and the opportunities and challenges that arise from their convergence. We will examine how IoT devices can be integrated into the metaverse to create new and immersive experiences for users. We will also analyse the potential use cases and applications of this technology in various industries such as healthcare, education, and entertainment. Additionally, we will discuss the privacy, security, and ethical concerns that arise from the use of IoT devices in the metaverse. A survey is conducted through a combination of a literature review and a case study analysis. This review will provide insights into the potential impact of IoT and metaverse on society and inform the development of future technologies in this field.","Blockchain, Metaverse, IoT, Security, Privacy, Artificial Intelligence",Simulation Platform,Communication Network and IoT,Communication Network,Terminals and Devices,Blockchain,Quantitative Analysis,Case Analysis,Blockchain and Security,Validation and Deployment,Validation Environment,"Ramiz Asif, Syed Raheel Hassan",2023,IOT,Journal Article
72,Foundations for Grassroots Democratic Metaverse,"While the physical lives of many of us are in democracies (one person, one vote - e.g., the EU and the US), our digital lives are mostly in autocracies (one person, all votes - e.g., Facebook). Cryptocurrencies promise liberation but stop short, at plutocracy (one coin, one vote). What would it take for us to live in a digital democracy? This paper offers a vision, a theoretical framework, and an architecture for a grassroots network of autonomous, people-owned, people-operated, and people-governed digital communities, namely a grassroots democratic metaverse. It also charts a roadmap towards realizing it, and identifies unexplored territory for MAS research.","Digital Democracy, Digital Social Contract, Sybil Resistance, Democratic DAO, On-chain Governance, Social Choice, Grassroots Crypto-Economy, Blockchain",Simulation Platform,Blockchain,Blockchain Integration,Multi-Agent System,Blockchain,Qualitative Analysis,Theoretical Models,Communication and Network,System Design,Validation Environment,"Ehud Shapiro, Nimrod Talmon",2022,Proceedings of the 21st International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2022),Conference Paper
