ID,Title,Abstract,Keywords,Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,Authors,Year,Source_Name,Publication_Type
"59","The Simulation Methods in Library and Information Science: Method, Application and Future Directions","[Purpose/Significance] The application of simulation methods will be of great significance to the solution of various complex problems in the subject of graphics and information in the discipline of Library and Information Science. It is necessary to summarize the present status and future prospects of simulation methods applied in this discipline. [Design/Methodology] Taking relevant literatures of domestic and foreign journals as the research object, the research progress of simulation methods applied in the discipline of library and information was reviewed and analyzed with a systematic method. [Findings/Conclusion] The conditions and characteristics of simulation methods applied in Library and Information Science,such as multi-agent simulation, system dynamics, complex networks, and cellular automata , was summarized and analyzed comparatively with the traditional methods.Application status of these methods in the fields of information dissemination and network public opinion, knowledge management, scientific evaluation, and competitive intelligence was outlined.The idea of in-depth and wide application of the simulation method in this discipline with the development of big data and metaverse technologies was put forwarded. [Originality/Value] Through systematically summarisionof the existing research on the application of simulation methods in the discipline of Library and Information Science , the direction of future research was clarified combined with new scenarios in the new era, which has certain reference value for researchers.","Simulation; Library and Information Science; Multi-agent; System dynamics; Data driven; Metaverse",Science Research Platform,Library and Information ,"The system architecture involves the integration of multi-agent simulation, system dynamics, complex networks, and cellular automata methods to model complex systems in library and information science. It includes various research fields such as information dissemination, knowledge management, scientific evaluation, and competitive intelligence, and is supported by big data and metaverse technologies.","Agents in the system can represent various entities such as individuals, organizations, and information systems in the library and information science domain, interacting and influencing each other within the modeled environments.","The behavior mechanism combines multi-agent simulation for modeling individual and group behaviors, system dynamics for analyzing feedback loops and nonlinear relationships, complex networks for representing structural connections, and cellular automata for simulating spatial-temporal evolutions. These methods are used to study information broadcasting，knowledge management, and other processes.","The evaluation method adopts a systematic review of relevant literature, analyzing the application status and characteristics of different simulation methods in library and information science, and discussing their application prospects in combination with new technologies.","The experimental design includes fuzzy retrieval and manual annotation of literatures, screening and classification of simulation methods, and case analysis of application scenarios in different research fields.","The challenges include the high abstraction degree of simulation models, limited research topics, and the need to integrate new technologies like big data and metaverse to address complex problems in the discipline.","The research gap lies in the insufficient depth of current simulations, lack of comprehensive modeling for complex phenomena, and limited application scope of simulation methods in library and information science.",The evaluation limitations include potential uncertainties in model parameters and the need for further validation and improvement of simulation results in practical applications.,"Wu Jiang, Huang Xiao, Zhu Hou, He Chaocheng",2022,KNOWLEDGE OF LIBRARY AND INFORMATION SCIENCE,Journal article
"60","The 3rd International Workshop on Deep Learning for the Web of Things","Deep learning and the Web of Things (WoT) have become powerful tools for web engineering, leading to increased investigation and publication of research related to deep learning in web engineering. Therefore, this workshop is titled 'The 3rd International Workshop on Deep Learning for the Web of Things' for the Web Conference 2023 (WWW’23). This workshop features five research articles: (1) 'Multiple-Agent Deep Reinforcement Learning for Avatar Migration in Vehicular Metaverses', (2) 'Web 3.0: Future of the Internet', (3) 'Weighted Statistically Significant Pattern Mining', (4) 'DSNet: Efficient Lightweight Model for Video Salient Object Detection for IoT and WoT Applications', and (5) 'The Human-Centric Metaverse: A Survey'.","Deep Learning, Web of Things, Machine learning, Internet of Things",Web of Things Platform,IOT,"The system architecture involves integrating deep learning with the Web of Things, covering areas like vehicular metaverses, Web 3.0, pattern mining, video object detection, and human-centric metaverse.","Agents include avatars in vehicular metaverses, users in Web 3.0, and entities involved in pattern mining and object detection.","The behavior mechanism utilizes multi-agent deep reinforcement learning for avatar migration, weighted pattern mining algorithms, deformable separable networks for video detection, and surveys for human-centric metaverse analysis.","Evaluation methods include reviewer scoring for best paper selection, algorithm efficiency analysis, and survey-based technology overviews.","Experimental design includes case studies on avatar migration, Web 3.0 technology analysis, pattern mining algorithm testing, and video object detection model implementation.","Challenges include optimizing deep learning models for WoT efficiency, integrating Web 3.0 technologies, and addressing human-centric metaverse design.","Research gaps involve enhancing real-time performance of deep learning in WoT, improving Web 3.0 scalability, and developing comprehensive human-centric metaverse frameworks.",Evaluation limitations include limited case studies and reliance on reviewer subjective scoring.,"Cheng Shi, Chin-Chen Chang, Eyhab Al-Masri, Abel C. H. Chen, Haishuai Wang, Qichun Zhang, Hsiao-Ting Tseng, K. Shankar, Taehong Kim",2023,Companion Proceedings of the ACM Web Conference 2023,Workshop Paper
"61","Understanding the Interplay of Model Complexity and Fidelity in Multiagent Systems via an Evolutionary Framework","Modern video games come with highly realistic graphics enabling the players to interact with visually rich virtual worlds. Realistic (life-like) animation of nonplayer characters (NPCs) in such virtual worlds is particularly important to enhance the gaming experience. Multiagent systems are one effective approach to synthesize life-like behaviors and interactions by codifying simple rules into NPCs (each NPC as an autonomous agent). However, such behaviors generally come at the cost of increasing computational expense and complexity in terms of aspects such as number of rules and parameters. Therefore, the desire for high fidelity (highly realistic) behaviors is often in conflict with the drive for low complexity. Multiobjective evolutionary algorithms provide a sophisticated mechanism to optimize two or more conflicting objectives simultaneously. However, evolutionary computing techniques need an appropriate objective function to drive the exploration in the correct direction. Pairing of evolutionary techniques and multiagent systems is challenging in the classes of problems in which the fitness is evaluated based on human aesthetic judgment rather than on objective forms of measurements. In this study, we present a multiobjective evolutionary framework to evolve low complexity and high fidelity multiagent systems by utilizing a machine learning system trained by bootstrapping human aesthetic judgment. We have gathered empirical data in three problem areas—simulation of conversational group dynamics, sheepdog herding behaviors, and traffic dynamics, and show the effectiveness of our approach in deriving low complexity and high fidelity multiagent systems. Further, we have identified common properties of the Pareto-optimal frontiers in the three problem areas that can ultimately lead to an understanding of a relationship between simulation model complexity and behavior fidelity. This understanding will be useful in deciding which level of behavioral fidelity is required for the characters in video games based on the distance to the camera, importance to the scene, and available computational resources.","Complexity, fidelity, level of detail artificial intelligence (LOD AI), multiagent systems, multiobjective optimization",Video Game and Simulation Platform,"Video Game, multiagent systems","The system architecture involves multiagent systems with three problem domains: conversational group dynamics, sheepdog herding behaviors, and traffic dynamics. It uses a multiobjective evolutionary framework with machine learning trained on human aesthetic judgment to balance model complexity and fidelity.","Agents include nonplayer characters (NPCs) in virtual environments, such as conversational group members, sheep, a herding dog, and vehicles, each following rule-based behaviors.","The behavior mechanism uses multiobjective evolutionary algorithms (NSGA-II) to optimize for low complexity and high fidelity. Rules and parameters for agents are evolved, with complexity measured by rule count, parameter count, and cyclomatic complexity. Fidelity is evaluated via a machine learning system trained on human judgments of behavior realism.","Empirical data collection in three problem domains, using machine learning systems trained on human ratings for fidelity. Pareto-optimal frontiers analysis for complexity-fidelity tradeoffs, hypervolume calculation for solution set evaluation.","Three multiagent scenarios: conversational group dynamics, sheepdog herding, and lane merge traffic. Evolutionary runs with NSGA-II, varying complexity measures (rule count, parameter count, CC-L1, CC-L2), 5 runs per measure, 100 generations.","Balancing high behavioral fidelity with low computational complexity in multiagent systems, evaluating fidelity based on subjective human judgment, and generalizing findings across different problem domains.","Limited understanding of the relationship between model complexity and fidelity in multiagent systems, lack of automated methods for fidelity evaluation based on human perception, and need for common frameworks across diverse scenarios.","Fidelity evaluation relies on human judgment, which is subjective. The study's complexity measures may not capture all aspects of model complexity, and results are validated in specific scenarios.","Erandi Lakshika, Michael Barlow, Adam Easton",2017,IEEE Transactions on Computational Intelligence and AI in Games,Journal article
"62","UAV-Assisted Dynamic Avatar Task Migration for Vehicular Metaverse Services: A Multi-Agent Deep Reinforcement Learning Approach","Avatars, as promising digital representations and service assistants of users in Metaverses, can enable drivers and passengers to immerse themselves in 3D virtual services and spaces of UAV-assisted vehicular Metaverses. However, avatar tasks include a multitude of human-to-avatar and avatar-to-avatar interactive applications, e.g., augmented reality navigation, which consumes intensive computing resources. It is inefficient and impractical for vehicles to process avatar tasks locally. Fortunately, migrating avatar tasks to the nearest roadside units (RSU) or unmanned aerial vehicles (UAV) for execution is a promising solution to decrease computation overhead and reduce task processing latency, while the high mobility of vehicles brings challenges for vehicles to independently perform avatar migration decisions depending on current and future vehicle status. To address these challenges, in this paper, we propose a novel avatar task migration system based on multi-agent deep reinforcement learning (MADRL) to execute immersive vehicular avatar tasks dynamically. Specifically, we first formulate the problem of avatar task migration from vehicles to RSUs/UAVs as a partially observable Markov decision process that can be solved by MADRL algorithms. We then design the multi-agent proximal policy optimization (MAPPO) approach as the MADRL algorithm for the avatar task migration problem. To overcome slow convergence resulting from the curse of dimensionality and non-stationary issues caused by shared parameters in MAPPO, we further propose a transformer-based MAPPO approach via sequential decision-making models for the efficient representation of relationships among agents. Finally, to motivate terrestrial or non-terrestrial edge servers (e.g., RSUs or UAVs) to share computation resources and ensure traceability of the sharing records, we apply smart contracts and blockchain technologies to achieve secure sharing management. Numerical results demonstrate that the proposed approach outperforms the MAPPO approach by around 2% and effectively reduces approximately 20% of the latency of avatar task execution in UAV-assisted vehicular Metaverses.","Avatar, blockchain, metaverses, multi-agent deep reinforcement learning, transformer, UAVs","UAV-assisted vehicular Metaverse","Edge computing, Metaverse, Reinforcement learning","Multi-agent system with edge servers (RSUs/UAVs) and vehicles","Vehicles act as agents making migration decisions","Multi-agent deep reinforcement learning (MADRL), Transformer-based MAPPO (TF-MAPPO)","Numerical simulation with latency and convergence metrics","Simulated scenario with 3 edge servers and varying numbers of vehicles (6-18)","High mobility of vehicles, resource allocation, NP-hard problem","Existing works did not consider service consistency in UAV-assisted vehicular networks","Limited to simulation; real-world deployment challenges not addressed","Jiawen Kang, Junlong Chen, Minrui Xu, Zehui Xiong, Yutao Jiao, Luchao Han, Dusit Niyato, Yongju Tong, Shengli Xie","2024","IEEE/CAA Journal of Automatica Sinica","Journal Article"
"63","Vectorial-Opinion Dynamics With Familiarity Neighborhoods in Virtual Social Groups","In this work, we mimic interactions among agents on social networks and examine their impact on the evolution of agents’ opinions. Each agent is entitled to an opinion represented by unit vectors of varying orientation. Agents are also characterized based on their inclination to alter their opinion and their susceptibility to the influence of peers with contrasting opinions. The agents constitute the nodes of a directed and time-varying influence network whose edges form their respective familiarity neighborhoods and govern their interactions. We also devise an interpersonal influence score to quantify the strength of the influence and the probability of acquisition, retention, or loss of a tie. This characterization of agents’ behavior and their interpersonal relationships differs from traditional bounded-confidence models based on the agreement in opinions alone. The agents with different traits form groups—liberal and conservative—distinguished by the distribution in opinions of their constituents. We analyze their interactions with different initial opinions, group compositions, network structures, and network evolution rates through simulations. The results reveal that flexible agents facilitate consensus among group members, while stubborn agents are instrumental in forming opinion clusters. This is substantiated by observing the average connectedness of the influence network and the average number of opinion clusters; groups with mostly flexible agents have better connectedness and fewer clusters than groups with stubborn agents in a majority. The simulations with stubborn agents reveal that new ties among agent pairs do not facilitate group consensus.","Influence dynamics, multiagent systems, opinion consensus, opinion neighborhood, social networks",Virtual Social Group Platform," opinion neighborhood, social networks","The system architecture includes a directed and time-varying influence network where agents (nodes) interact based on familiarity neighborhoods. Agents are categorized into stubborn or flexible types, forming conservative or liberal groups with opinion distributions modeled by truncated Gaussian distributions.","Agents represent individuals in virtual social groups, with roles defined by their opinion flexibility/stubbornness. They interact via directed edges in the influence network, forming familiarity neighborhoods.","The behavior mechanism uses vectorial opinion representation, interpersonal influence scores, and asynchronous opinion updates. Influence network evolution is governed by connect/disconnect rates, with agents updating opinions based on neighborhood interactions and their stubbornness/flexibility.","Monte Carlo simulations with 100 runs per configuration, analyzing consensus rate, influence network connectedness, and number of opinion clusters. Machine learning is not used; instead, empirical data from simulations are analyzed.","Simulations involve 100-agent groups with initial opinions from truncated Gaussian distributions, varying network structures (regular, small-world, random), and evolution rates. Group compositions include homogeneous, heterogeneous, and balanced mixtures of stubborn/flexible agents.","Balancing opinion consensus with network dynamics, modeling real-world social interactions in virtual groups, and understanding the impact of agent heterogeneity on group behavior.",Traditional bounded-confidence models lack consideration of agent heterogeneity and time-varying influence networks. There is a gap in understanding how familiarity neighborhoods and agent flexibility/stubbornness affect opinion dynamics.,"Simulations use simplified opinion models and may not fully capture all real-world social complexities. The study focuses on 100-agent groups, and results for larger groups require further validation.","Narayani Vedam, Debasish Ghose",2022,IEEE Transactions on Computational Social Systems,Journal article
"64","VRRC: Empowering Metaverse-Infused Driving Experience for Multiplatoon Vehicles Through IoRT","The emergence of metaverse applications and services heralds a new era of immersive driving experiences in future vehicular ad hoc networks (VANETs). This unprecedented metaverse-infused driving experience, however, requires high-throughput transmissions for real-time high-quality 360° video streaming, which challenges today’s limited bandwidth resources provisioned by wireless communication infrastructure. To this end, this article introduces virtual road, real connection (VRRC), a novel framework for enhancing the metaverse-infused driving experience in VANET through the Internet of Robotic Things (IoRT). In the face of limited bandwidth resources, VRRC effectively addresses the challenge of high-throughput demand from two key perspectives. First, VRRC reduces redundant transmission by implementing a graph neural network (GNN)-based vehicle clustering method for dynamic multicast group formation, taking into account both the geographical status of vehicles and their communication patterns. Second, VRRC aggregates bandwidth resources across various channels by employing a multiagent reinforcement learning (MARL)-based multipath packet scheduling policy to adapt to heterogeneous channel conditions and dynamic vehicular mobility. Extensive experiments with real-world vehicular traces validate the effectiveness of VRRC and demonstrate its outperformance in reducing redundant traffic by 54% and improving overall throughput by 28%. VRRC represents a substantial leap forward in the integration of the metaverse experience into VANET.","Graph neural networks (GNNs), metaverse, multipath TCP (MPTCP), reinforcement learning, vehicular ad hoc network (VANET)","VANET, IoRT","Metaverse, Edge computing, Reinforcement learning","Hierarchical architecture with GNN-based clustering and MARL-based scheduling","Vehicles as agents in multicast groups; RSUs/BSes as agents for packet scheduling","Multi-agent reinforcement learning (MARL), Graph Neural Network (GNN)","Numerical simulation with throughput and latency metrics","Simulated scenario with real-world vehicular traces (highD dataset) and varying channel conditions","High-throughput demand, dynamic mobility, heterogeneous channels","Existing works overlook social patterns in clustering and lack adaptability to VANET dynamics","Limited to simulation; real-world deployment challenges not addressed","Zeyu Luan, Yong Jiang, Jianhui Lv, Bo Yi, Kejun Li","2024","IEEE Internet of Things Journal","Journal Article"
"65","When Metaverses Meet Vehicle Road Cooperation: Multiagent DRL-Based Stackelberg Game for Vehicular Twins Migration","Vehicular metaverses represent emerging paradigms arising from the convergence of vehicle road cooperation, metaverse, and Augmented Intelligence of Things. Users engaging with vehicular metaverses (VMUs) gain entry by consistently updating their vehicular twins (VTs), which are deployed on roadside units (RSUs) in proximity. The constrained RSU coverage and the consistently moving vehicles necessitate the continuous migration of VTs between RSUs through vehicle road cooperation, ensuring uninterrupted immersion services for VMUs. Nevertheless, the VT migration process faces challenges in obtaining adequate bandwidth resources from RSUs for timely migration, posing a resource trading problem among RSUs. In this article, we tackle this challenge by formulating a game-theoretic incentive mechanism with multileader multifollower, incorporating insights from social-awareness and queueing theory to optimize VT migration. To validate the existence and uniqueness of the Stackelberg equilibrium (SE), we apply the backward induction method. Theoretical solutions for this equilibrium are then obtained through the alternating direction method of multipliers (ADMMs) algorithm. Moreover, owing to incomplete information caused by the requirements for privacy protection, we proposed a multiagent deep reinforcement learning algorithm named multiagent long short-term memory-based proximal policy optimization (MALPPO). MALPPO facilitates learning the SE without requiring private information from others, relying solely on past experiences. Comprehensive experimental results demonstrate that our MALPPO-based incentive mechanism outperforms baseline approaches significantly, showcasing rapid convergence and achieving the highest reward.","Alternating direction method of multiplier (ADMM), deep reinforcement learning (DRL), metaverse, multileader multifollower Stackelberg game, vehicle road cooperation",Vehicular Metaverse Platform,Vehicular Metaverse,"The system architecture comprises vehicular metaverse users (VMUs), vehicular twins (VTs), and roadside units (RSUs) as metaverse service providers (MSPs) and resource providers (MRPs). It features a directed, time-varying influence network for VT migration between RSUs, supported by queueing theory for delay modeling and social-awareness for utility enhancement.","VMUs interact with VTs, while RSUs act as MSPs (source RSUs) and MRPs (destination RSUs). MSPs purchase bandwidth from MRPs for VT migration, with MRPs setting prices and MSPs determining demand based on migration needs and social effects.","The behavior mechanism employs a multileader multifollower Stackelberg game where MRPs (leaders) set bandwidth prices, and MSPs (followers) decide bandwidth demand. Social effects and queueing theory are integrated into utility functions, with ADMM used for theoretical SE solution and MALPPO (multiagent DRL) for privacy-preserving learning.","Simulation-based evaluation comparing MALPPO with baselines (MAPPO, MAA2C, MADQN, ADMM-SE, random strategies) using metrics like reward convergence, utility, and social welfare. Monte Carlo simulations with varying parameters (number of MSPs/MRPs, cost coefficients, social coefficients).","Experiments with 2–4 MRPs and 2–6 MSPs, VT tasks with data sizes 10–50 MB, CPU cycles 5000±500 M cycles, and max delay 2–4 s. Network parameters include transmitter power 40 dBm, path-loss coefficient 2, and noise power −150 dBm.","Ensuring timely VT migration under limited RSU coverage, optimizing bandwidth resource trading with incomplete information, and balancing privacy protection with efficient decision-making.","Existing works lack integration of social effects and privacy-preserving mechanisms in VT migration. Most studies ignore multiagent interactions and dynamic network evolution, failing to address real-world constraints like RSU coverage and moving vehicles.","Simulations assume fixed parameters (e.g., RSU transmission range, task arrival rates) and may not fully model real-world vehicular dynamics. Privacy protection is evaluated under controlled environments, lacking real-world deployment validation.","Jiawen Kang, Junhong Zhang, Helin Yang, Dongdong Ye, M. Shamim Hossain",2024,IEEE Internet of Things Journal,Journal article
"66","Towards parallel Metaverse: symbiosis of physical and virtual worlds based on Cybertwin-enabled 6G","This paper proposes a bi-model Parallel Symbiotic Metaverse (PSM) system leveraging Cybertwin-enabled 6G to synchronize physical and virtual worlds. It addresses challenges in resource scheduling and service response through queue and service models, enhancing efficiency and reducing operational costs.","Metaverse, Cybertwin-enabled 6G, Internet of Things (IoT), Multiple-access Edge Computing (MEC), Symbiosis of physical and virtual worlds","Cybertwin-enabled 6G","Metaverse, IoT, Edge Computing","Bi-model PSM system with queue and service models","Cybertwins act as autonomous intermediary agents bridging ULVS requirements and UNI resource allocations","Collaborative offloading and service response using PMPD and Augmented Lagrange methods","Simulation-based performance evaluation","200m x 200m grid with Poisson-distributed viewpoint requests and normally distributed SI quality","Resource allocation, service response latency, scalability","Lack of unified framework for integrating 3D reconstruction into PSM system","Limited real-world deployment validation","Kaiyue Luo, Yumei Wang, Yu Liu, Jiake Li, Jishiyu Ding et al.","2025","Digital Communications and Networks","Journal Article"
67,A Bayesian Framework-Based Digital Twin Wireless System Control,"Commonly adopted in the manufacturing and aerospace sectors, digital twin (DT) platforms are increasingly seen as a promising paradigm to control, monitor, and analyze software-based, &#x201C;open&#x201D;, communication systems that are expected to dominate 6G deployments. Notably, DT platforms provide a sandbox in which to test artificial intelligence (AI) solutions for communication systems, potentially reducing the need to collect data and test algorithms in the field, i.e., on the physical twin (PT). A key challenge in the deployment of DT systems is to ensure that virtual control optimization, monitoring, and analysis at the DT are safe and reliable, avoiding incorrect decisions caused by &#x201C;model exploitation&#x201D;. To address this challenge, this paper presents a general Bayesian framework with the aim of quantifying and accounting for model uncertainty at the DT that is caused by limitations in the amount and quality of data available at the DT from the PT. In the proposed framework, the DT builds a Bayesian model of the communication system, which is leveraged to enable core DT functionalities such as control via multi-agent reinforcement learning (MARL), monitoring of the PT for anomaly detection, prediction, data-collection optimization, and counterfactual analysis. To exemplify the application of the proposed framework, we specifically investigate a case-study system encompassing multiple sensing devices that report to a common receiver. Experimental results validate the effectiveness of the proposed Bayesian framework as compared to standard frequentist model-based solutions.","Digital Twin, 6G, Reinforcement Learning, Bayesian Learning, Model-Based Learning",Digital Twin,Multi-Agent System and Reinforcement Learning,Digital Twin,Communication and Computing,Multi-Agent System,Quantitative Analysis,Simulation Experiment Design,Multi-Agent Collaboration,Models and Algorithms,Validation Environment,"tClement Ruah, Osvaldo Simeone, Bashir M. Al-Hashimi",2023,IEEE Journal on Selected Areas in Communications,Journal
68,"A Virtual Laboratory for Multiagent Systems: Joining Efficacy, Learning Analytics and Student Satisfaction","This study introduces a distributed virtual laboratory for a multiagent programming course which has been very satisfactorily adopted by students, with a success rate of nearly 80%. It also aims at capturing the daily activity of students, providing the basis for data-driven assessment. Finally, it also allows for using process mining technologies to unveil successful and failed behaviors of students enabling the teacher for an early detection and intervention to improve their learning experience.","Augmented Environment, Robot Operating System, Multi-Agent Architecture, Time-Triggered Architecture",Simulation Platform,Multi-Agent System and Reinforcement Learning,Multi-Agent System,Terminals and Devices,Multi-Agent System,Quantitative Analysis,Hybrid Experiment Design,Metaverse,Dynamic Adaptability,Validation Environment,Luis Castillo,2016,International Symposium on Computers in Education,Conference Paper
69,Deep Reinforcement Learning-based Stackelberg Game for Energy Trading in Power Grid Metaverses,"Metaverses are a virtual space that has revolutionized many fields, such as healthcare and education. By integrating metaverses with power grids, power grid metaverses are regarded as a digital representation of the power grid infrastructure, giving rise to some potential applications, such as visualization and monitoring of energy trading. Energy balancing is essential to ensure that the supply of electricity matches the demand. Power grid metaverses can be used to identify potential imbalances between supply and demand and execute energy trading in real time, ensuring the proper functioning of smart grids. However, without reliable incentives, energy trading may not be conducted effectively. Considering the energy trading between EVCOs (EVCOs) and EMs (EMs), we propose a Stackelberg game model where the EM acts as the leader, setting the electric energy price, while EVCOs follow. We utilize a soft actor-critic algorithm to identify the Stackelberg equilibrium, addressing non-stationary challenges through the design of a partially observable policy, definition of the action space, and formulation of the reward function. Numerical results demonstrate that the proposed algorithm effectively achieves the Stackelberg equilibrium, indicating the robustness of our approach.","Metaverse, power grid, Stackelberg game, deep reinforcement learning",Metaverse,Multi-Agent System and Reinforcement Learning,Metaverse Multi-Layer,Decision and Management,Game Theory,Quantitative Analysis,Simulation Experimental Design,Computing and Resource Management,Security and Privacy,Data,"Gu Yanxun, Hu Lieliang, Lin Xiaoming, Li Daquan, Liu Min, Zhao Jia",2024,2024 IEEE Smart World Congress (SWC),Conference Paper
70,Digital Twins-based Multi-agent Deep Reinforcement Learning for UAV-assisted Vehicle Edge Computing,"UAV-assisted vehicle-edge-computing (VEC) has become a viable solution for a new generation of intelligent transportation systems (ITS) and has attracted widespread attention from academia and industry. Compared with fixed ground devices, UAV can provide line-of-sight (LoS) link and has good mobility, which better matches the needs of individual wireless connectivity and high mobility of vehicle. However, the mobility of UAVs leads to dynamic changes in the network topology environment and brings new challenges in the rational path planning of UAVs, which brings new problems for network autonomous decision-making to achieve network resource allocation and load balancing. Therefore, in order to solve above problems, we introduce digital twins-based multi-agent deep Q-network (DT-based MADQN). Digital twin (DT) collects network data and reconstructs the network environment and provides the basis for Deep reinforcement learning (DRL) model training. DRL model provides a network decision-making solution based on real-time network status and empirical data. The simulation results show the effectiveness of the proposed algorithm. Compared to the baseline algorithm, it reduces the average task delay by 16.4% and improves the task completion rate by 97.6%.","UAV-Assisted, Vehicular Edge Computing, Multi-Agent Deep Q Network, Digital Twin",Metaverse,Digital Twin and Metaverse,Digital Twin,Terminals and Devices,Digital Twin,Quantitative Analysis,Hybrid Experiment Design,Communication and Network,Validation and Deployment,Data,"Chen Hu, Lei Zhang, Dezhi Chen, Zirui Zhuang, Qi Qi, Cong Liu, Jianxin Liao, Jingyu Wang",2022,2022 IEEE SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Metaverse,Conference Paper
71,Exploring the Confluence of IoT and Metaverse: Future Opportunities and Challenges,"The Internet of Things (IoT) and the metaverse are two rapidly evolving technologies that have the potential to shape the future of our digital world. IoT refers to the network of physical devices, vehicles, buildings, and other objects that are connected to the internet and capable of collecting and sharing data. The metaverse, on the other hand, is a virtual world where users can interact with each other and digital objects in real time. In this research paper, we aim to explore the intersection of the IoT and metaverse and the opportunities and challenges that arise from their convergence. We will examine how IoT devices can be integrated into the metaverse to create new and immersive experiences for users. We will also analyse the potential use cases and applications of this technology in various industries such as healthcare, education, and entertainment. Additionally, we will discuss the privacy, security, and ethical concerns that arise from the use of IoT devices in the metaverse. A survey is conducted through a combination of a literature review and a case study analysis. This review will provide insights into the potential impact of IoT and metaverse on society and inform the development of future technologies in this field.","Blockchain, Metaverse, IoT, Security, Privacy, Artificial Intelligence",Simulation Platform,Communication Network and IoT,Communication Network,Terminals and Devices,Blockchain,Quantitative Analysis,Case Analysis,Blockchain and Security,Validation and Deployment,Validation Environment,"Ramiz Asif, Syed Raheel Hassan",2023,IOT,Journal Article
72,Foundations for Grassroots Democratic Metaverse,"While the physical lives of many of us are in democracies (one person, one vote - e.g., the EU and the US), our digital lives are mostly in autocracies (one person, all votes - e.g., Facebook). Cryptocurrencies promise liberation but stop short, at plutocracy (one coin, one vote). What would it take for us to live in a digital democracy? This paper offers a vision, a theoretical framework, and an architecture for a grassroots network of autonomous, people-owned, people-operated, and people-governed digital communities, namely a grassroots democratic metaverse. It also charts a roadmap towards realizing it, and identifies unexplored territory for MAS research.","Digital Democracy, Digital Social Contract, Sybil Resistance, Democratic DAO, On-chain Governance, Social Choice, Grassroots Crypto-Economy, Blockchain",Simulation Platform,Blockchain,Blockchain Integration,Multi-Agent System,Blockchain,Qualitative Analysis,Theoretical Models,Communication and Network,System Design,Validation Environment,"Ehud Shapiro, Nimrod Talmon",2022,Proceedings of the 21st International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2022),Conference Paper
73,Hybrid Strategy-Based AoI-Awared Collaborative Edge Computing Algorithm in Federated Mode,"This paper investigates a three-tier architecture edge computing network assisted by multiple unmanned aerial vehicles (UAVs) in the context of 6G. To address the issue of insufficient freshness of information during the offloading process for latency-sensitive computing tasks, we propose a hybrid strategy-based multi-agent collaborative algorithm (HSMAC). Minimizing the average age of information (AoI) in the system is set as the optimization objective and solved within the actor-critic framework. By integrating local observations from various data sources, edge buffering, and offloading conditions, the algorithm learns UAV trajectory planning and data scheduling. Additionally, a novel federated learning algorithm (FL) is introduced to enable multiple agents to share experiences. Simulation results demonstrate that the proposed algorithm effectively handles system heterogeneity and outperforms baseline algorithms in terms of performance.","Multi-Access Edge Computing, Federated Learning, Age of Information, Multi-Agent Deep Reinforcement Learning, UAV-Assisted Networks",Simulation Platform,Edge-Cloud Collaboration,Edge-Cloud Collaboration,Terminals and Devices,Multi-Agent System,Quantitative Analysis,Simulation Experiment Design,Data and Models,Technology Integration,Validation Environment,"Chang'ao Ye, Xiaoqin Song, Lijuan Zhang, Wenjing Zhang",2023,2023 IEEE Global Communications Conference (GC Wkshps),Conference Paper
74,Multi-agent Quantum Reinforcement Learning for Digital Twin Placement in 6G Multi-tier Systems,"The digital twins (DTs) represent critical components for the simulation, analysis, and optimization of physical systems, with significant implications for efficiency and cost management in 6G network applications. The introduction of multi-tier computing has the potential to enable a more streamlined integration of DTs in 6G networks by offering services at the edge network level. However, this integration brings about various complexities related to the placement and maintenance of DTs within edge networks, thus increasing the processing latency. To address these problems, we investigate the application of quantum computing, which exploits quantum principles such as superposition and entanglement, and offers potential resolutions for these computational dilemmas. In this paper, we formulate the DT placement problem to incorporate variational quantum circuits for learning agents within a multi-agent reinforcement learning framework. In particular, quantum multi-agent reinforcement learning is proposed to establish an optimal policy for associating DTs with edge networks. This approach aims to reduce latency while adhering to the computational resource limitations of the edge server. Simulation results illustrate the proficiency and robustness of quantum multi-agent actor-critic networks in acquiring a policy that ameliorates the reward function, hence decreasing latency while adhering to the optimization constraints. This study contributes to the evolving field of quantum computing applications in multi-tier environments and provides methodological insights for optimizing DT deployment in 6G networks.","6G Networks, Digital Twin, Multi-Agent Reinforcement Learning, Quantum Computing, Resource Allocation",Simulation Platform,Communication Network and IoT,Edge-Cloud Collaboration,Terminals and Devices,Multi-Agent System,Quantitative Analysis,Simulation Experiment Design,Computing and Resource Management,Validation and Deployment,Validation Environment,"Shehbaz Tariq, Mohammad Shoaibul Ulum, Abdulrahman Wahid Shafa, Woo Park, Seonghwan Kim, Hyundong Shin",2024,"10th EAI International Conference, INISCOM 2024",Conference Paper
